20060820	05593346	19.3932	-103.7048	7.04	31 	5.0	2.0	 1.52  	299
20060820	07132024	19.4095	-103.7232	60.38	11 	24.0	52.0	 4.69  	300
20060821	04523355	19.458	-103.732	56.15	20 	24.0	56.0	 6.69  	301
20060821	13094889	19.409	-103.8852	19.23	 7 	16.0	24.0	 1.53  	302
20060822	01492925	19.6602	-103.6088	5.0	 6 	32.0	71.0	10.97  	303
20060824	06534952	19.4712	-103.7077	26.0	 7 	17.0	56.0	 2.34  	304
20060824	08361809	19.5137	-103.7315	5.7	25 	2.0	1.0	 1.07  	305
20060824	14092251	19.3353	-103.5812	51.0	 9 	16.0	54.0	 2.80  	306
20060824	20492294	19.3858	-103.5607	18.52	23 	8.0	5.0	 1.95  	307
20060825	04354227	19.4435	-103.7407	5.45	32 	4.0	3.0	 1.66  	308
20060825	08425944	19.483	-103.7433	5.74	28 	4.0	3.0	 1.47  	309
20060825	10225275	19.286	-103.5733	19.39	15 	6.0	7.0	 2.01  	310
20060826	08072851	19.5298	-103.7402	5.87	15 	3.0	3.0	 1.06  	311
20060827	04373144	19.5283	-103.5362	5.24	 4 	9.0	25.0	 1.26  	312
20060828	11534445	19.3047	-103.6603	33.0	 7 	32.0	99.0	18.63  	313
20060829	00260912	19.331	-103.5532	4.31	10 	11.0	4.0	 1.11  	314
20060829	02431347	19.5272	-104.0318	0.12	12 	18.0	16.0	 3.90  	315
20060829	17210589	19.4927	-103.7645	5.78	17 	2.0	2.0	 0.89  	316
20060829	19380813	19.3045	-103.97	4.25	 9 	11.0	11.0	 2.06  	317
20060830	08553351	19.209	-103.892	60.38	26 	20.0	33.0	 5.68  	318
20060830	15294536	18.9412	-103.9008	41.0	14 	32.0	99.0	11.02  	319
20060901	03514991	19.49	-103.6683	5.15	10 	13.0	7.0	 1.61  	320
20060902	11254504	19.4045	-103.6717	5.9	17 	7.0	6.0	 2.69  	321
20060905	20433820	19.2875	-103.5962	38.0	10 	17.0	22.0	 2.75  	322
20060906	16113899	19.3348	-103.5388	4.62	13 	5.0	3.0	 1.14  	323
20060906	17491305	19.273	-102.2785	24.0	10 	32.0	99.0	 9.27  	324
20060909	22203014	17.2513	-103.7778	1.0	 6 	32.0	99.0	14.26  	326
20060910	00424830	19.3833	-103.6935	4.88	19 	5.0	2.0	 1.54  	327
20060912	02082364	19.4078	-103.9297	47.52	22 	29.0	53.0	 8.79  	328
20060912	07461389	19.6727	-103.8465	57.75	32 	31.0	52.0	 9.40  	329
20060913	05333657	19.6268	-103.2227	36.0	15 	32.0	82.0	10.56  	330
20060913	19503433	19.5333	-103.6455	21.29	12 	12.0	9.0	 1.84  	331
20060915	01475418	19.4692	-103.7492	9.01	17 	4.0	3.0	 1.13  	332
20060915	21133350	19.5578	-103.8462	10.0	 6 	32.0	99.0	18.68  	333
20060916	14521741	19.5175	-103.7358	5.95	33 	3.0	2.0	 1.39  	334
20060916	16174272	19.5233	-103.7958	5.71	14 	1.0	3.0	 0.64  	335
20060917	03503073	19.4925	-103.7608	19.0	11 	6.0	7.0	 1.22  	336
20060917	16253248	19.4545	-103.4908	4.0	 9 	32.0	82.0	23.79  	337
20060918	06092685	19.4033	-103.5797	8.55	28 	7.0	3.0	 1.58  	338
20060918	09221014	19.4018	-103.764	5.96	16 	3.0	7.0	 1.10  	339
20060918	09350091	19.2763	-103.6222	3.42	 9 	3.0	5.0	 0.41  	340
20060919	02411308	19.5275	-104.0067	4.49	22 	8.0	12.0	 3.54  	341
20060920	08422503	19.55	-103.7835	0.0	 8 	32.0	99.0	 5.85  	342
20060921	07095138	19.4435	-103.8255	3.92	13 	4.0	5.0	 1.12  	343
20060921	16044077	19.5902	-103.8643	5.94	 8 	25.0	56.0	 7.72  	344
20060922	02413816	19.4375	-103.6907	2.29	11 	8.0	3.0	 1.32  	346
20060922	03314533	19.3892	-103.6123	57.43	21 	12.0	25.0	 3.20  	347
20060922	18401743	19.3797	-103.7745	7.68	 5 	8.0	31.0	 0.64  	348
20060924	14024346	18.8535	-104.3827	30.93	 4 	2.0	6.0	 0.01  	349
20060927	08071792	19.5158	-103.7293	4.01	 8 	9.0	10.0	 1.19  	350
20061006	02373632	19.4027	-103.6928	5.87	20 	3.0	4.0	 1.37  	351
20061007	06104180	19.4218	-103.6958	8.98	23 	3.0	2.0	 1.00  	352
20061007	06281852	19.4985	-103.9118	4.68	27 	18.0	35.0	11.17  	353
20061008	02585586	19.2318	-103.8333	27.0	 7 	32.0	99.0	29.91  	354
